ΔΡΑΣΗ 4.4.10.1 ΔΗΜΙΟΥΡΓΙΑ ΕΠΙΧΕΙΡΗΣΕΩΝ Π.Κ.Μ;;;;;;;;;;;;;;;
1;44101ΘΕΣ001ΑΝΤ14;;2014;Σ;Αποπληρωμή οφειλών παρελθόντων ετών για μίσθωση σκάφους και ΕΚΕΦΕ ΔΗΜΟΚΡΙΤΟΣ;37,000.00;37,000.00;0.00;37,000.00;37,000.00;0.00;0.00;0.00;Γενική Διεύθυνση Προγραμματισμού και Υποδομών;οφειλή
2;44101ΘΕΣ002ΑΝΤ16;;2016;Σ;Συγχρηματοδότηση ΚΕ.ΠΟ.ΘΕ για πολιτιστικές, αθλητικές εκδηλώσεις και δράσεις, εκδόσεις - συνδιοργανώσεις - λειτουργικές δαπάνες, κλπ. έτους  2016-2017;470,000.00;470,000.00;200,000.00;270,000.00;270,000.00;0.00;0.00;0.00;Διεύθυνση Δημόσιας Υγείας και Κοινωνικής Μέριμνας ΜΕΘ;
3;44101ΘΕΣ004ΑΝΤ15;;2015;Σ;Συμμετοχή σε προγράμματα ΟΚΑΝΑ για την καταπολέμηση των ναρκωτικών (λειτουργία 4 κέντρων πρόληψης κατά των ναρκωτικών - ετήσια εισφορά): ΠΥΞΙΔΑ έτους 2015;15,000.00;15,000.00;0.00;15,000.00;15,000.00;0.00;0.00;0.00;Διεύθυνση Δημόσιας Υγείας και Κοινωνικής Μέριμνας ΜΕΘ;
;;;;;;;;;;;;;;;
ΣΥΝΟΛΟ ΔΡΑΣΗΣ 4.4.10.1;;;;;;522,000.00;522,000.00;200,000.00;322,000.00;322,000.00;0.00;0.00;0.00;;
;;;;;;;;;;;;;;;
ΔΡΑΣΗ 4.4.10.3 ΑΞΙΟΠΟΙΗΣΗ ΕΘΝΙΚΩΝ ΚΑΙ ΕΥΡΩΠΑΪΚΩΝ ΠΗΓΩΝ ΧΡΗΜΑΤΟΔΟΤΗΣΗ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;44103ΘΕΣ004ΑΝΤ13;;2013;Σ;Οργάνωση και υλοποίηση Ευρωπαϊκών Προγραμμάτων;1,310,413.71;1,592,190.39;1,075,190.39;517,000.00;517,000.00;0.00;0.00;0.00;Αυτοτελής Διεύθυνση Υποστήριξης Καινοτομίας και Επιχειρηματικότητας;
;;;;;;;;;;;;;;;
ΣΥΝΟΛΟ ΔΡΑΣΗΣ 4.4.10.3;;;;;;1,310,413.71;1,592,190.39;1,075,190.39;517,000.00;517,000.00;0.00;0.00;0.00;;
;;;;;;;;;;;;;;;
Α/Α;ΚΩΔ. ΕΡΓΟΥ Ε.Π.;;ΕΤΟΣ ΕΝΤΑΞΗΣ ;Σ/Ν;ΤΙΤΛΟΣ ΕΡΓΟΥ;ΠΡΟΫΠΟΛΟΓΙΣΜΟΣ ;;ΠΛΗΡΩΜΕΣ ΜΕΧΡΙ 31/12/2016;ΥΠΟΛΟΙΠΟ ΤΗΝ 1/1/2017;ΠΙΣΤΩΣΕΙΣ 2017;ΚΑΤΑΝΟΜΗ ΧΡΗΜΑΤΟΔΟΤΗΣΗΣ ;;;ΥΠΗΡΕΣΙΕΣ ΥΛΟΠΟΙΗΣΗΣ ;ΠΑΡΑΤΗΡΗΣΕΙΣ 
;;;;;;ΕΓΚΕΚΡ.;ΠΡΟΤΕΙΝ.;;;;2018;2019;2020;;
1;9999ΘΕΣ001ΑΝΤ15;;2015;Σ;Δαπάνες για μετακινήσεις (εσωτερικού - εξωτερικού) ;45,000.00;45,000.00;21,989.48;23,010.52;23,010.52;0.00;0.00;0.00;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
ΑΞΟΝΑΣ 1 - ΣΥΝΟΛΟ;;;;;;37,000.00;37,000.00;9,000.00;28,000.00;28,000.00;0.00;0.00;0.00;;
ΑΞΟΝΑΣ 2 - ΣΥΝΟΛΟ;;;;;;244,793.90;244,793.90;78,488.86;166,305.04;126,305.04;40,000.00;0.00;0.00;;
ΑΞΟΝΑΣ 3 - ΣΥΝΟΛΟ;;;;;;566,978.93;923,978.93;46,521.00;877,457.93;234,407.92;465,050.01;178,000.00;0.00;;
ΑΞΟΝΑΣ 4 - ΣΥΝΟΛΟ;;;;;;1,983,198.71;2,264,975.39;1,277,157.87;987,817.52;987,817.52;0.00;0.00;0.00;;
ΓΕΝΙΚΟ ΣΥΝΟΛΟ;;;;;;2,876,971.54;3,515,748.22;1,433,157.21;2,082,591.01;1,399,541.00;505,050.01;178,000.00;0.00;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
(Α) Ανταποδοτικά Τέλη & Ευρωπαϊκά Προγράμματα άνευ ειδικών λογαριασμών:;;;;;(α) Ταμειακό υπόλοιπο 2016:;600,000.00;;;;;;;;;
;;;;;(β) Πρόβλεψη εσόδων  2017:;380,000.00;;;;;;;;;
ΣΥΝΟΛΟ I:;;;;;;980,000.00;;;;;;;;;
(Β) Ευρωπαικά Προγράμματα ειδικών λογαριασμών:;;;;;(α) Ταμειακό υπόλοιπο 2016:;350,000.00;;Θεσσαλονίκη,             16      Ιουνίου    2017;;;;;;;
;;;;;(β) Πρόβλεψη εσόδων  2017:;167,000.00;;Με Ε.Π.;;;;;;;
ΣΥΝΟΛΟ II:;;;;;;517,000.00;;;Η ΑΝΤΙΠΕΡΙΦΕΡΕΙΑΡΧΗΣ ΜΗΤΡΟΠΟΛΙΤΙΚΗΣ ΕΝΟΤΗΤΑΣ ΘΕΣΣΑΛΟΝΙΚΗΣ ;;;;;;
;;;;;ΓΕΝΙΚΟ ΣΥΝΟΛΟ (Ι+ΙΙ):;1,497,000.00;;;;;;;;;
Ανταποδοτικά Τέλη & Ευρωπαϊκά Προγράμματα ;;;;;Κατανεμημένες πιστώσεις 2017;1,399,541.00;;;;;;;;;
;;;;;;;;;ΠΑΡΑΣΚΕΥΗ ΠΑΤΟΥΛΙΔΟΥ;;;;;;
